RF,XGB,LGB
0.9798983874530595,0.9893969516235918,0.9348354318533245
0.9816655621824608,0.9882924674177159,0.9352772255356748
0.982545293857711,0.9911621741051702,0.9482987185152453
0.9814405656208572,0.9876270437472382,0.9529385771100309
0.980777728678745,0.9885108263367212,0.9423331860362351
0.9812655075585667,0.9889978926460874,0.9427366278101023
